,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
40,https://www.adidas.co.in/gazelle-85-shoes/GY2532.html,GY2532,Gazelle 85 Shoes,Originals,Men,Semi Court Green / Cloud White / Core Black,12 999,12 999,0,4.3,16,"An adidas icon through and through, the Gazelle has been worn by everyone from football fans to skaters to club kids. This pair looks back to a more obscure pair released in 1985. It's the Gazelle you know and covet, but with a refined shape, reworked toe overlay, higher foxing tape and slightly modified 3-Stripes. Step into the leather lining and show off the soft premium suede.","['Regular fit', 'Lace closure', 'Suede upper', 'Leather lining', 'Rubber outsole', 'Color: Semi Court Green / Cloud White / Core Black', 'Product code: GY2532']"
41,https://www.adidas.co.in/asweetrain-shoes/FW1662.html,FW1662,Asweetrain Shoes,Sportswear,Men,Core Black / Grey Six / Dove Grey,7 999,7 999,0,4.5,178,It's Friday night. Everyone's out. Or asleep. You're in the gym. Again. These adidas training shoes help you put in the work. Even when you don't want to. The soft midsole cushioning makes you feel like you're floating from one machine to the next.,"['Regular fit', 'Lace closure', 'Mesh upper with breathable and support zones', 'Soft feel', 'Fitness training shoe', 'Ortholite sockliner and cushioned Cloudfoam midsole', 'Zoned rubber outsole with flex grooves', 'Color: Core Black / Grey Six / Dove Grey', 'Product code: FW1662']"
42,https://www.adidas.co.in/supernova-2.0-shoes/HQ9937.html,HQ9937,Supernova 2.0 Shoes,Running,Men,Solar Red / Cloud White / Lucid Blue,9 999,5 999,0,4.8,5,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased BOOST in the midsole to a new padded tongue and heel patch construction, experience comfort with every step.

From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you below, cover the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.","['Lace closure', 'Textile upper', 'BOOST and Bounce midsole cushioning', 'Textile lining', 'Weight: 278g (size UK 8.5)', 'Midsole drop: 9 mm (heel: 19 mm / forefoot: 10 mm)', 'Synthetic outsole', 'Upper contains a minimum of 50% recycled content / Minimum 10% less emissions per pair when compared to its previous version', 'Color: Solar Red / Cloud White / Lucid Blue', 'Product code: HQ9937']"
43,https://www.adidas.co.in/nmd_r1-shoes/GX9886.html,GX9886,NMD_R1 Shoes,Originals,Men,Red / Royal Blue / Off White,12 999,12 999,0,4.5,59,"We made the adidas NMD_R1 shoes to help you tackle your daily challenges and adventures. But this pair is also made to celebrate your love of sport. Bright colours are borrowed from football team colours — a celebration that you can wear on the sidelines or out in the city. BOOST cushioning keeps your feet comfortable, whether you're cheering your heart out or going about your day.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'BOOST midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Red / Royal Blue / Off White', 'Product code: GX9886']"
44,https://www.adidas.co.in/nmd_r1-shoes/GX9888.html,GX9888,NMD_R1 Shoes,Originals,Men,Team Power Red / Cloud White / Off White,12 999,12 999,0,4.5,59,"We made the adidas NMD_R1 shoes to help you tackle your daily challenges and adventures. But this pair is also made to celebrate your love of sport. Bright colours are borrowed from football team colours — a celebration that you can wear on the sidelines or out in the city. BOOST cushioning keeps your feet comfortable, whether you're cheering your heart out or going about your day.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'BOOST midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Team Power Red / Cloud White / Off White', 'Product code: GX9888']"
45,https://www.adidas.co.in/adidas-4d-fwd-shoes/GY2499.html,GY2499,adidas 4D FWD Shoes,Running,Women,Wonder Taupe / Taupe Met. / Clay Strata,19 999,19 999,0,4.9,40,"These running shoes are built to keep you moving forward, whether you're new to running or have finished so many races you've lost count. The lattice design of the 3D-printed 4D midsole compresses with each step, reducing braking forces and propelling you ahead so that every stride feels more like gliding than stop-and-go pounding. The adidas PRIMEKNIT upper hugs the foot with a flexible fit that enhances movement.","['Lace closure', 'adidas PRIMEKNIT textile upper', 'Sock-like fit', 'adidas 4D midsole', 'Textile lining', 'Weight: 298 g (size UK 5.5)', 'Midsole drop: 11 mm (heel: 32 mm / forefoot: 21 mm)', 'Continental™ Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Wonder Taupe / Taupe Met. / Clay Strata', 'Product code: GY2499']"
46,https://www.adidas.co.in/gazelle-85-shoes/GY2531.html,GY2531,Gazelle 85 Shoes,Originals,Men,Orange / Cloud White / Core Black,12 999,12 999,0,4.3,16,"An adidas icon through and through, the Gazelle has been worn by everyone from football fans to skaters to club kids. This pair looks back to a more obscure pair released in 1985. It's the Gazelle you know and covet, but with a refined shape, reworked toe overlay, higher foxing tape and slightly modified 3-Stripes. Step into the leather lining and show off the soft premium suede.","['Regular fit', 'Lace closure', 'Suede upper', 'Leather lining', 'Rubber outsole', 'Color: Orange / Cloud White / Core Black', 'Product code: GY2531']"
47,https://www.adidas.co.in/d.o.n.-issue-3-shoes/GW3951.html,GW3951,D.O.N. Issue #3 Shoes,Basketball,Unisex,Blue / Yellow / Bright Cyan,10 999,10 999,0,0.0,0,"Donovan Mitchell's third signature shoes from adidas Basketball celebrate Spida's journey to becoming one of the game's best players. This version of the D.O.N. Issue #3 features all the signature Mitchell details while also highlighting Don's other love: video games. Whether he's dominating the hardwood or dominating his favourite console games, Mitchell is all about winning. A badge on the tongue celebrates the collaboration between adidas Basketball and Ninja, one of the best gamers there is.","['Regular fit', 'Lace closure', 'Textile upper', 'Locked-down feel', 'Lightstrike cushioning', 'TPU stability insert', 'Rubber outsole', 'Color: Blue / Yellow / Bright Cyan', 'Product code: GW3951']"
48,https://www.adidas.co.in/nmd_r1-shoes/GX9885.html,GX9885,NMD_R1 Shoes,Originals,Men,Cloud White / Off White / Green,12 999,12 999,0,4.5,59,"We made the adidas NMD_R1 shoes to help you tackle your daily challenges and adventures. But this pair is also made to celebrate your love of sport. Bright colours are borrowed from football team colours — a celebration that you can wear on the sidelines or out in the city. BOOST cushioning keeps your feet comfortable, whether you're cheering your heart out or going about your day.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'BOOST midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Cloud White / Off White / Green', 'Product code: GX9885']"
49,https://www.adidas.co.in/byw-select-shoes/IG4949.html,IG4949,BYW Select Shoes,Basketball,Unisex,Core Black / Ecru Tint / Preloved Blue,13 999,13 999,0,0.0,0,"Keep that pep in your step all game long. These adidas basketball shoes have Lightstrike cushioning that keeps you comfortable without weighing you down. BOOST returns energy with every step you take on the hardwood, so you always have fuel left in the tank to perform in the clutch.","['Regular fit', 'Lace closure', 'Textile upper', 'Textile lining', 'Lightstrike cushioning', 'BOOST midsole', 'Rubber outsole', 'Color: Core Black / Ecru Tint / Preloved Blue', 'Product code: IG4949']"
50,https://www.adidas.co.in/ultraboost-light-shoes/HQ6341.html,HQ6341,Ultraboost Light Shoes,Running,Unisex,Solar Red / Core Black / Cloud White,18 999,18 999,0,4.8,24,"Experience epic energy with the new Ultraboost Light, our lightest Ultraboost ever. The magic lies in the Light BOOST midsole, a new generation of adidas BOOST. Its unique molecule design achieves the lightest BOOST foam to date. With hundreds of BOOST capsules bursting with energy and ultimate cushioning and comfort, some feet really can have it all.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT+ textile upper', 'Textile lining', 'Linear Energy Push system', 'Light BOOST', 'Weight: 293 g (size U.K. 8.5)', 'Midsole drop: 10 mm (heel: 22 mm, forefoot: 12 mm)', 'Continental™ Better Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Minimum 10% less emissions per pair when compared to a previous version', 'Color: Solar Red / Core Black / Cloud White', 'Product code: HQ6341']"
51,https://www.adidas.co.in/lite-racer-cln-2.0-shoes/GZ2813.html,GZ2813,Lite Racer CLN 2.0 Shoes,Sportswear,Men,Core Black / Carbon / Solar Red,3 359,5 599,40,4.4,274,"Fitness comes in many forms. These running-style shoes are built for days when you're on your feet and go, go, go. Comfortable Cloudfoam midsole cushioning helps you feel fresh until the end of the day. The clean 3-Stripes look transitions easily from sporty to casual.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.","['Regular fit', 'Lace closure', 'Textile upper', 'Textile lining', 'Cloudfoam midsole', 'Synthetic outsole', 'Primegreen', 'Color: Core Black / Carbon / Solar Red', 'Product code: GZ2813']"
52,https://www.adidas.co.in/nite-jogger-shoes/ID5101.html,ID5101,Nite Jogger Shoes,IVY PARK,Unisex,Light Solid Grey / Chalk White / Bliss Orange,16 999,16 999,0,4.7,17,"The Nite Jogger shoes entered the running scene in the '80s with two main goals: to let you go hard and to make sure you're seen. A revival from Drop 1, these adidas x IVY PARK trainers don't stray too far from that original intention, but are now done with the outdoors in mind. They have an allover rubber cage and ride on a super-plush UltraBOOST midsole. Reflective details tie into their past, and the material mix upper of mesh, suede and flexible Ariaprene™ ensure they're ready for the now.","['Textile upper', 'Textile lining', 'Rubber outsole', 'Color: Light Solid Grey / Chalk White / Bliss Orange', 'Product code: ID5101']"
53,https://www.adidas.co.in/copa-gloro-firm-ground-boots/GY9045.html,GY9045,Copa Gloro Firm Ground Boots,Football,Unisex,Core Black / Cloud White / Cloud White,11 999,11 999,0,3.8,9,Passion turns an ordinary sport into a beautiful game. Fall in love with football again in these adidas Copa Gloro boots. Show your class in a soft cow leather upper that moulds to your foot for stability and offers an assured touch when the ball's heading your way. A specialist firm ground outsole keeps you stable on dry natural grass. Stitched details and a fold-over tongue keeps the look classic.,"['Regular fit', 'Lace closure', 'Leather upper with fold-over tongue', 'Synthetic lining', 'Moulded sockliner', 'Firm ground outsole', 'Color: Core Black / Cloud White / Cloud White', 'Product code: GY9045']"
54,https://www.adidas.co.in/supa-beam-m/GB2545.html,GB2545,SUPA BEAM M,Running,Men,Shadow Olive / Semi Impact Orange / Core Black,3 359,5 599,40,3.9,99,SUPA BEAM SHOES,"['CUSHIONED RUNNING SHOES MADE WITH EXTRA TO PROVIDE MAXIMUM COMFORT', 'Product colour:   Core Black/Magic Beige/Core Black', 'Regular fit', 'Lace closure', 'Textile upper', 'Bounce midsole', 'Textile lining', 'Rubber outsole', 'Color: Shadow Olive / Semi Impact Orange / Core Black', 'Product code: GB2545']"
55,https://www.adidas.co.in/nmd_r1-shoes/GX9887.html,GX9887,NMD_R1 Shoes,Originals,Men,Core Black / Cloud White / Team Power Red,12 999,12 999,0,4.5,59,"We made the adidas NMD_R1 shoes to help you tackle your daily challenges and adventures. But this pair is also made to celebrate your love of sport. Bright colours are borrowed from football team colours — a celebration that you can wear on the sidelines or out in the city. BOOST cushioning keeps your feet comfortable, whether you're cheering your heart out or going about your day.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'BOOST midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Core Black / Cloud White / Team Power Red', 'Product code: GX9887']"
